Status,Assignment,Assignment Reason,Date Assigned,Application,POC,IT Manager,Shared Server,Priority,PCI,Score Range,MAX Sev,Asset Risk,Due Date,"Policy
Due Date",QID,Remediation Notes,GRC,GRC Expiration,Server Name,IP,Port,Title,Exploit Sources,OS,Asset Family,Asset Tags,Data Source,Instance,First Detected,Last Detected,Last Assignment Update,Reopened,Sev Low,Sev Medium,Sev High,Sev Critical,"SLAMonth
Low","SLAMonth
Medium","SLAMonth
High",SLAMonth Critical,"Met SLA
Low","Met SLA
Medium","Met SLA
High","Met SLA
Critical",Vuln ID,TotalCVEs,Results,Application SVP,Overdue Total CVEs
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,paz1cpwad1a1.caremarkrx.net,10.93.71.251,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225248083_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-14
Unknown",2026-02-14 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","GDX INVOICING, PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),40,"EDR, T2, AppEx, AppEX_SNOW",2026-05-15 00:00:00,2026-05-14 00:00:00,330135,,,,tstpsf2c.caremarkrx.net,10.93.70.14,,IBM Advanced Interactive eXecutive (AIX) Secure Sockets Layer (SSL) server spoof due to Apache Commons HttpClient (commonshttp_advisory),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-13 00:00:00,2026-08-01 00:00:00,2026-02-14 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225247209_330135,1,"Package Installed Version Required Version
bos.ecc_client.rte 7.2.5.201 7.3.0.2
bos.ecc_client.rte 7.2.5.201 7.3.1.1","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-14
Unknown",2026-02-14 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","GDX INVOICING, PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-15 00:00:00,2026-05-14 00:00:00,330239,,,,tstpsf2c.caremarkrx.net,10.93.70.14,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-13 00:00:00,2026-08-01 00:00:00,2026-02-14 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225247209_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-14
Unknown",2026-02-14 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","GDX INVOICING, PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-15 00:00:00,2026-05-14 00:00:00,330236,,,,tstpsf2c.caremarkrx.net,10.93.70.14,,IBM Advanced Interactive eXecutive (AIX) Curl Vulnerability (curl_advisory8),blogs,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-13 00:00:00,2026-08-01 00:00:00,2026-02-14 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225247209_330236,1,"Package Installed Version Required Version
oss.lib.libcurl 8.5.0.2 8.5.0.3","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-MIDDLEWARE WEBENG,"4_Title Search:IBM WebSphere Application Server% ApplicationMatch:_Rule:3891608_2026-02-18
Unknown",2026-02-18 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Chavez, Tyrone; Thompson, Kevin; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),40,"EDR, T2, AppEx, AppEX_SNOW",2026-05-20 00:00:00,2026-05-18 00:00:00,386545,,,,paz1cpwapa1d.caremarkrx.net,10.93.23.75,,IBM WebSphere Application Server Weaker Than Expected Security Vulnerability (7260217),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-17 00:00:00,2026-08-01 00:00:00,2026-02-18 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225222593_386545,1,Install Path: /WebSphere/AppServer90 - product name=IBM WebSphere Application Server Network Deployment  version9.0.5.23/version      package id=9.0.5.15-WS-WAS-IFPH65941 kind=fix name=9.0.5.15-WS-WAS-IFPH65941 version=9.0.5015.20250429_2224      package id=9.0.5.15-WS-WAS-IFPH66674 kind=fix name=9.0.5.15-WS-WAS-IFPH66674 version=9.0.5015.20250619_1703   version8.0.8.40/version,"Pal, Pushpendu",1
Overdue (60+ Days),ISTS-MIDDLEWARE WEBENG,"4_Title Search:IBM WebSphere Application Server% ApplicationMatch:_Rule:3891608_2026-02-18
Unknown",2026-02-18 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Chavez, Tyrone; Thompson, Kevin; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),40,"EDR, T2, AppEx, AppEX_SNOW",2026-05-20 00:00:00,2026-05-18 00:00:00,386545,,,,paz1cpwacta1.caremarkrx.net,10.94.53.102,,IBM WebSphere Application Server Weaker Than Expected Security Vulnerability (7260217),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-17 00:00:00,2026-08-01 00:00:00,2026-02-18 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225250744_386545,1,Install Path: /WebSphere/AppServer90 - product name=IBM WebSphere Application Server Network Deployment  version9.0.5.23/version      package id=9.0.5.15-WS-WAS-IFPH65941 kind=fix name=9.0.5.15-WS-WAS-IFPH65941 version=9.0.5015.20250429_2224      package id=9.0.5.15-WS-WAS-IFPH66674 kind=fix name=9.0.5.15-WS-WAS-IFPH66674 version=9.0.5015.20250619_1703   version8.0.8.40/version,"Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,paz1cpwas2a1a.caremarkrx.net,10.93.77.20,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225218996_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,paz1cpwas3a1a.caremarkrx.net,10.93.79.51,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225213852_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","GDX INVOICING, PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,tstpsf5c.caremarkrx.net,10.93.76.19,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225186046_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank",,,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,tstpsf8g.coe.caremarkrx.net,10.9.3.13,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225219206_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,tstpsf6g.caremarkrx.net,10.93.78.26,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225202627_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL, CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), DB2 LUW Database Engine, DIGITAL SPECIALTY WEB (Desktop), DISPENSING - TRISTAR, ENTERPRISE SERVICES LAYER (ESL), FastStart, HERCULES REPOSITORY (HCE), MAIL ORDER (LINKS), MED D WEB - MEDICAREPLANSRX.COM (TOOLS), ODM (OPERATIONS DATA MART), OPPORTUNITY MANAGEMENT SYSTEM (OMS), PAYMENT WITHOUT ORDER (PWO), PBM IVR, PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH, Specialty IVR",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,tstdbs6a.caremarkrx.net,204.99.45.70,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225220958_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","PeopleSafe, RXENROLL",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,paz1mdwas2a1a.caremarkrx.net,10.93.76.183,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225220598_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,tstpsf9a.caremarkrx.net,10.94.52.14,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225221177_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), DISPENSING - TRISTAR, MAIL ORDER (LINKS)",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,tstdbs9b.caremarkrx.net,10.94.52.120,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225225695_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,paz1cpwarta1.caremarkrx.net,10.9.62.187,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225221592_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,tstpsf6h.caremarkrx.net,10.93.78.27,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225222545_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-21 00:00:00,330240,,,,tstpsf4g.caremarkrx.net,10.93.74.31,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-20 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225223935_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","GDX INVOICING, PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,tstpsf5d.caremarkrx.net,10.93.76.20,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225222404_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,tstpsf4h.caremarkrx.net,10.93.74.32,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225221172_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-20
Unknown",2026-02-20 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAMPAIGN MANAGEMENT TOOL (CMT PBM), CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL, CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CONSUMER DRIVEN HEALTH (CDH), DIGITAL SPECIALTY WEB (Desktop), ENTERPRISE UMS WEB ADMIN TOOL, GDX CASH RECON, GDX INVOICING, MAIL ORDER (LINKS), PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH, REBATE CLIENT REGISTRATION, REBATES RCI MANAGER, RXARCHITECT, RXENROLL",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-05-21 00:00:00,2026-05-20 00:00:00,330240,,,,tstihs1c.caremarkrx.net,10.93.68.219,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory29),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-19 00:00:00,2026-08-01 00:00:00,2026-02-20 00:00:00,,0,3,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225223992_330240,3,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",3
